External ID,Product_ID,Product_Name,Label_Product_Name,Presentation,Volume_Liters,Pack_quantity_Units,Type_of_product,Category,Generic product type,SubIndustry,Industry, Bottle , Label ,Liquid, Microfibers , Plastic bag , Labor , Shipping , Other costs , Unit_cost_SAR 
product_template_462,FP-FMN-00101,WAYAKIT GreenTech Facilities Management general purpose cleaner [4 L],general purpose cleaner,4 L,4.0,0.0,F1-FM general purpose cleaner,Facilities management - 1. General purpose cleaners,General purpose cleaner,Facilities management,Facilities management,4,4.84,5.32,0,0,1,,,15.16
product_template_463,FP-FMN-00102,WAYAKIT GreenTech Facilities Management general purpose cleaner [20 L],general purpose cleaner,20 L,20.0,0.0,F1-FM general purpose cleaner,Facilities management - 1. General purpose cleaners,General purpose cleaner,Facilities management,Facilities management,8,4.84,26.6,0,0,1,,,40.44
product_template_464,FP-FMN-00103,WAYAKIT GreenTech Facilities Management general purpose cleaner [Box of 12 units 700 mL],general purpose cleaner,Box of 12 units 700 mL,8.4,0.0,F1-FM general purpose cleaner,Facilities management - 1. General purpose cleaners,General purpose cleaner,Facilities management,Facilities management,18,14.52,11.172,0,0,12,,,55.692
product_template_465,FP-FMN-00200,WAYAKIT GreenTech Facilities Management wood furniture cleaner [700 mL],wood furniture cleaner,700 mL,0.7,0.0,F1-FM wood furniture cleaner,Facilities management - 1. General purpose cleaners,Furniture polish,Facilities management,Facilities management,1.5,1.21,7.77945,0,0,1,,,11.48945
product_template_466,FP-FMN-00201,WAYAKIT GreenTech Facilities Management wood furniture cleaner [4 L],wood furniture cleaner,4 L,4.0,0.0,F1-FM wood furniture cleaner,Facilities management - 1. General purpose cleaners,Furniture polish,Facilities management,Facilities management,4,4.84,44.454,0,0,1,,,54.294
product_template_467,FP-FMN-00202,WAYAKIT GreenTech Facilities Management wood furniture cleaner [20 L],wood furniture cleaner,20 L,20.0,0.0,F1-FM wood furniture cleaner,Facilities management - 1. General purpose cleaners,Furniture polish,Facilities management,Facilities management,8,4.84,222.27,0,0,1,,,236.11
product_template_468,FP-FMN-00203,WAYAKIT GreenTech Facilities Management wood furniture cleaner [Box of 12 units 700 mL],wood furniture cleaner,Box of 12 units 700 mL,8.4,0.0,F1-FM wood furniture cleaner,Facilities management - 1. General purpose cleaners,Furniture polish,Facilities management,Facilities management,18,14.52,93.3534,0,0,12,,,137.8734
product_template_469,FP-FMN-00300,WAYAKIT GreenTech Facilities Management general hard floor cleaner  [700 mL],general hard floor cleaner,700 mL,0.7,0.0,F2-FM general hard floor cleaner,Facilities management - 2. Floor care products,Floor cleaner,Facilities management,Facilities management,1.5,1.21,0.931,0,0,1,,,4.641
product_template_470,FP-FMN-00301,WAYAKIT GreenTech Facilities Management general hard floor cleaner  [4 L],general hard floor cleaner,4 L,4.0,0.0,F2-FM general hard floor cleaner,Facilities management - 2. Floor care products,Floor cleaner,Facilities management,Facilities management,4,4.84,5.32,0,0,1,,,15.16
product_template_471,FP-FMN-00302,WAYAKIT GreenTech Facilities Management general hard floor cleaner  [20 L],general hard floor cleaner,20 L,20.0,0.0,F2-FM general hard floor cleaner,Facilities management - 2. Floor care products,Floor cleaner,Facilities management,Facilities management,8,4.84,26.6,0,0,1,,,40.44
product_template_472,FP-FMN-00303,WAYAKIT GreenTech Facilities Management general hard floor cleaner  [Box of 12 units 700 mL],general hard floor cleaner,Box of 12 units 700 mL,8.4,0.0,F2-FM general hard floor cleaner,Facilities management - 2. Floor care products,Floor cleaner,Facilities management,Facilities management,18,14.52,11.172,0,0,12,,,55.692
product_template_481,FP-FMN-00600,WAYAKIT GreenTech Facilities Management high performance carpet shampoo [700 mL],high performance carpet shampoo,700 mL,0.7,0.0,F2-FM high performance carpet shampoo,Facilities management - 2. Floor care products,Carpet shampoo,Facilities management,Facilities management,1.5,1.21,4.8636,0,0,1,,,8.5736
product_template_482,FP-FMN-00601,WAYAKIT GreenTech Facilities Management high performance carpet shampoo [4 L],high performance carpet shampoo,4 L,4.0,0.0,F2-FM high performance carpet shampoo,Facilities management - 2. Floor care products,Carpet shampoo,Facilities management,Facilities management,4,4.84,27.792,0,0,1,,,37.632
product_template_483,FP-FMN-00602,WAYAKIT GreenTech Facilities Management high performance carpet shampoo [20 L],high performance carpet shampoo,20 L,20.0,0.0,F2-FM high performance carpet shampoo,Facilities management - 2. Floor care products,Carpet shampoo,Facilities management,Facilities management,8,4.84,138.96,0,0,1,,,152.8
product_template_484,FP-FMN-00603,WAYAKIT GreenTech Facilities Management high performance carpet shampoo [Box of 12 units 700 mL],high performance carpet shampoo,Box of 12 units 700 mL,8.4,0.0,F2-FM high performance carpet shampoo,Facilities management - 2. Floor care products,Carpet shampoo,Facilities management,Facilities management,18,14.52,58.3632,0,0,12,,,102.8832
product_template_485,FP-FMN-00700,WAYAKIT GreenTech Facilities Management stain spot remover [700 mL],stain spot remover,700 mL,0.7,0.0,F2-FM stain spot remover,Facilities management - 2. Floor care products,Stain remover,Facilities management,Facilities management,1.5,1.21,8.511384,0,0,1,,,12.221384
product_template_486,FP-FMN-00701,WAYAKIT GreenTech Facilities Management stain spot remover [4 L],stain spot remover,4 L,4.0,0.0,F2-FM stain spot remover,Facilities management - 2. Floor care products,Stain remover,Facilities management,Facilities management,4,4.84,48.63648,0,0,1,,,58.47648
product_template_487,FP-FMN-00702,WAYAKIT GreenTech Facilities Management stain spot remover [20 L],stain spot remover,20 L,20.0,0.0,F2-FM stain spot remover,Facilities management - 2. Floor care products,Stain remover,Facilities management,Facilities management,8,4.84,243.1824,0,0,1,,,257.0224
product_template_488,FP-FMN-00703,WAYAKIT GreenTech Facilities Management stain spot remover [Box of 12 units 700 mL],stain spot remover,Box of 12 units 700 mL,8.4,0.0,F2-FM stain spot remover,Facilities management - 2. Floor care products,Stain remover,Facilities management,Facilities management,18,14.52,102.136608,0,0,12,,,146.656608
,FP-FMN-00704,WAYAKIT GreenTech Facilities Management stain spot remover [100 mL],stain spot remover,Box of 12 units 700 mL,8.4,0.0,F2-FM stain spot remover,Facilities management - 2. Floor care products,Stain remover,Facilities management,Facilities management,18,14.52,102.136608,0,0,12,,,146.656608
product_template_493,FP-FMN-00900,WAYAKIT GreenTech Facilities Management hardwood and laminate floor cleaner [700 mL],hardwood and laminate floor cleaner,700 mL,0.7,0.0,F2-FM hardwood and laminate floor cleaner,Facilities management - 2. Floor care products,Floor cleaner,Facilities management,Facilities management,1.5,1.21,7.77945,0,0,1,,,11.48945
product_template_494,FP-FMN-00901,WAYAKIT GreenTech Facilities Management hardwood and laminate floor cleaner [4 L],hardwood and laminate floor cleaner,4 L,4.0,0.0,F2-FM hardwood and laminate floor cleaner,Facilities management - 2. Floor care products,Floor cleaner,Facilities management,Facilities management,4,4.84,44.454,0,0,1,,,54.294
product_template_495,FP-FMN-00902,WAYAKIT GreenTech Facilities Management hardwood and laminate floor cleaner [20 L],hardwood and laminate floor cleaner,20 L,20.0,0.0,F2-FM hardwood and laminate floor cleaner,Facilities management - 2. Floor care products,Floor cleaner,Facilities management,Facilities management,8,4.84,222.27,0,0,1,,,236.11
product_template_496,FP-FMN-00903,WAYAKIT GreenTech Facilities Management hardwood and laminate floor cleaner [Box of 12 units 700 mL],hardwood and laminate floor cleaner,Box of 12 units 700 mL,8.4,0.0,F2-FM hardwood and laminate floor cleaner,Facilities management - 2. Floor care products,Floor cleaner,Facilities management,Facilities management,18,14.52,93.3534,0,0,12,,,137.8734
product_template_497,FP-FMN-01000,WAYAKIT GreenTech Facilities Management broad-spectrum disinfectant for surfaces and touchpoints [700 mL],broad-spectrum disinfectant for surfaces and touchpoints,700 mL,0.7,0.0,F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Facilities management - 3. Disinfectants and sanitizers,Disinfectant and cleaner,Facilities management,Facilities management,1.5,1.21,0.931,0,0,1,,,4.641
product_template_498,FP-FMN-01001,WAYAKIT GreenTech Facilities Management broad-spectrum disinfectant for surfaces and touchpoints [4 L],broad-spectrum disinfectant for surfaces and touchpoints,4 L,4.0,0.0,F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Facilities management - 3. Disinfectants and sanitizers,Disinfectant and cleaner,Facilities management,Facilities management,4,4.84,5.32,0,0,1,,,15.16
product_template_499,FP-FMN-01002,WAYAKIT GreenTech Facilities Management broad-spectrum disinfectant for surfaces and touchpoints [20 L],broad-spectrum disinfectant for surfaces and touchpoints,20 L,20.0,0.0,F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Facilities management - 3. Disinfectants and sanitizers,Disinfectant and cleaner,Facilities management,Facilities management,8,4.84,26.6,0,0,1,,,40.44
product_template_500,FP-FMN-01003,WAYAKIT GreenTech Facilities Management broad-spectrum disinfectant for surfaces and touchpoints [Box of 12 units 700 mL],broad-spectrum disinfectant for surfaces and touchpoints,Box of 12 units 700 mL,8.4,0.0,F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Facilities management - 3. Disinfectants and sanitizers,Disinfectant and cleaner,Facilities management,Facilities management,18,14.52,11.172,0,0,12,,,55.692
,FP-FMN-01004,WAYAKIT GreenTech Facilities Management Concentrated broad-spectrum disinfectant for surfaces and touchpoints [700 mL],Concentrated broad-spectrum disinfectant for surfaces and touchpoints,700 mL,0.7,0.0,F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Facilities management - 3. Disinfectants and sanitizers,Disinfectant and cleaner,Facilities management,Facilities management,1.5,1.21,9.31,0,0,1,,,13.02
,FP-FMN-01005,WAYAKIT GreenTech Facilities Management Concentrated broad-spectrum disinfectant for surfaces and touchpoints [4 L],Concentrated broad-spectrum disinfectant for surfaces and touchpoints,4 L,4.0,0.0,F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Facilities management - 3. Disinfectants and sanitizers,Disinfectant and cleaner,Facilities management,Facilities management,4,4.84,53.2,0,0,1,,,63.04
,FP-FMN-01006,WAYAKIT GreenTech Facilities Management Concentrated broad-spectrum disinfectant for surfaces and touchpoints [20 L],Concentrated broad-spectrum disinfectant for surfaces and touchpoints,20 L,20.0,0.0,F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Facilities management - 3. Disinfectants and sanitizers,Disinfectant and cleaner,Facilities management,Facilities management,8,4.84,266.0,0,0,1,,,279.84
,FP-FMN-01007,WAYAKIT GreenTech Facilities Management Concentrated broad-spectrum disinfectant for surfaces and touchpoints [Box of 12 units 700 mL],Concentrated broad-spectrum disinfectant for surfaces and touchpoints,Box of 12 units 700 mL,8.4,0.0,F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Facilities management - 3. Disinfectants and sanitizers,Disinfectant and cleaner,Facilities management,Facilities management,18,14.52,111.72,0,0,12,,,156.24
product_template_510,FP-FMN-01400,WAYAKIT GreenTech Facilities Management restroom air freshener [700 mL],restroom air freshener,700 mL,0.7,0.0,F4-FM restroom air freshener,Facilities management - 4. Restroom maintenance products,Air freshener,Facilities management,Facilities management,1.5,1.21,1.708,0,0,1,,,5.418
product_template_511,FP-FMN-01401,WAYAKIT GreenTech Facilities Management restroom air freshener [4 L],restroom air freshener,4 L,4.0,0.0,F4-FM restroom air freshener,Facilities management - 4. Restroom maintenance products,Air freshener,Facilities management,Facilities management,4,4.84,9.76,0,0,1,,,19.6
product_template_512,FP-FMN-01402,WAYAKIT GreenTech Facilities Management restroom air freshener [20 L],restroom air freshener,20 L,20.0,0.0,F4-FM restroom air freshener,Facilities management - 4. Restroom maintenance products,Air freshener,Facilities management,Facilities management,8,4.84,48.8,0,0,1,,,62.64
product_template_513,FP-FMN-01403,WAYAKIT GreenTech Facilities Management restroom air freshener [Box of 12 units 700 mL],restroom air freshener,Box of 12 units 700 mL,8.4,0.0,F4-FM restroom air freshener,Facilities management - 4. Restroom maintenance products,Air freshener,Facilities management,Facilities management,18,14.52,20.496,0,0,12,,,65.016
product_template_514,FP-FMN-01500,WAYAKIT GreenTech Facilities Management shower and tile cleaner [700 mL],shower and tile cleaner,700 mL,0.7,0.0,F4-FM shower and tile cleaner,Facilities management - 4. Restroom maintenance products,"Toilet, shower and tile cleaner",Facilities management,Facilities management,1.5,1.21,0.931,0,0,1,,,4.641
